======== dream eval: base model + DiffuCoder-aligned prompts + EvalPlus ========
Started: 2026-03-30T00:20:19-04:00
Job ID: 5515953  Host: d1028
[eval-gen] 143/378 task_id=Mbpp/281 wall_s=2.1 completion_chars=6509
[eval-gen] 144/378 task_id=Mbpp/282 wall_s=2.1 completion_chars=6372
[eval-gen] 145/378 task_id=Mbpp/283 wall_s=2.1 completion_chars=6296
[eval-gen] 146/378 task_id=Mbpp/284 wall_s=2.1 completion_chars=6531
[eval-gen] 147/378 task_id=Mbpp/285 wall_s=2.1 completion_chars=6319
[eval-gen] 148/378 task_id=Mbpp/286 wall_s=2.1 completion_chars=2045
[eval-gen] 149/378 task_id=Mbpp/287 wall_s=2.1 completion_chars=6246
[eval-gen] 150/378 task_id=Mbpp/290 wall_s=2.1 completion_chars=6288
[eval-gen] 151/378 task_id=Mbpp/292 wall_s=2.1 completion_chars=6483
[eval-gen] 152/378 task_id=Mbpp/293 wall_s=2.1 completion_chars=6422
[eval-gen] 153/378 task_id=Mbpp/294 wall_s=2.1 completion_chars=6273
[eval-gen] 154/378 task_id=Mbpp/296 wall_s=2.1 completion_chars=6098
[eval-gen] 155/378 task_id=Mbpp/297 wall_s=2.4 completion_chars=6349
[eval-gen] 156/378 task_id=Mbpp/299 wall_s=2.1 completion_chars=6381
[eval-gen] 157/378 task_id=Mbpp/300 wall_s=2.1 completion_chars=6402
[eval-gen] 158/378 task_id=Mbpp/301 wall_s=2.1 completion_chars=6246
[eval-gen] 159/378 task_id=Mbpp/305 wall_s=2.1 completion_chars=6354
[eval-gen] 160/378 task_id=Mbpp/306 wall_s=2.1 completion_chars=6013
[eval-gen] 161/378 task_id=Mbpp/308 wall_s=2.1 completion_chars=6216
[eval-gen] 162/378 task_id=Mbpp/309 wall_s=2.1 completion_chars=6424
[eval-gen] 163/378 task_id=Mbpp/310 wall_s=2.1 completion_chars=6557
[eval-gen] 164/378 task_id=Mbpp/311 wall_s=2.1 completion_chars=6467
[eval-gen] 165/378 task_id=Mbpp/312 wall_s=2.1 completion_chars=6375
[eval-gen] 166/378 task_id=Mbpp/388 wall_s=2.1 completion_chars=6345
[eval-gen] 167/378 task_id=Mbpp/389 wall_s=2.1 completion_chars=6140
[eval-gen] 168/378 task_id=Mbpp/390 wall_s=2.1 completion_chars=6477
[eval-gen] 169/378 task_id=Mbpp/391 wall_s=2.4 completion_chars=6389
[eval-gen] 170/378 task_id=Mbpp/392 wall_s=2.1 completion_chars=6333
[eval-gen] 171/378 task_id=Mbpp/394 wall_s=2.1 completion_chars=6498
[eval-gen] 172/378 task_id=Mbpp/395 wall_s=2.1 completion_chars=6253
[eval-gen] 173/378 task_id=Mbpp/397 wall_s=2.1 completion_chars=6480
[eval-gen] 174/378 task_id=Mbpp/398 wall_s=2.1 completion_chars=6330
[eval-gen] 175/378 task_id=Mbpp/404 wall_s=2.1 completion_chars=6446
[eval-gen] 176/378 task_id=Mbpp/405 wall_s=2.1 completion_chars=6501
[eval-gen] 177/378 task_id=Mbpp/406 wall_s=2.1 completion_chars=6375
[eval-gen] 178/378 task_id=Mbpp/409 wall_s=2.1 completion_chars=6417
[eval-gen] 179/378 task_id=Mbpp/410 wall_s=2.1 completion_chars=6303
[eval-gen] 180/378 task_id=Mbpp/412 wall_s=2.1 completion_chars=6414
[eval-gen] 181/378 task_id=Mbpp/413 wall_s=2.4 completion_chars=6450
[eval-gen] 182/378 task_id=Mbpp/414 wall_s=2.1 completion_chars=6458
[eval-gen] 183/378 task_id=Mbpp/415 wall_s=2.1 completion_chars=6408
[eval-gen] 184/378 task_id=Mbpp/418 wall_s=2.1 completion_chars=6421
[eval-gen] 185/378 task_id=Mbpp/419 wall_s=2.4 completion_chars=6385
[eval-gen] 186/378 task_id=Mbpp/420 wall_s=2.1 completion_chars=6227
[eval-gen] 187/378 task_id=Mbpp/421 wall_s=2.1 completion_chars=6514
[eval-gen] 188/378 task_id=Mbpp/422 wall_s=2.1 completion_chars=6236
[eval-gen] 189/378 task_id=Mbpp/424 wall_s=2.1 completion_chars=6454
[eval-gen] 190/378 task_id=Mbpp/425 wall_s=2.1 completion_chars=6387
[eval-gen] 191/378 task_id=Mbpp/426 wall_s=2.1 completion_chars=6419
[eval-gen] 192/378 task_id=Mbpp/427 wall_s=2.1 completion_chars=6062
[eval-gen] 193/378 task_id=Mbpp/428 wall_s=2.1 completion_chars=2042
[eval-gen] 194/378 task_id=Mbpp/429 wall_s=2.1 completion_chars=6364
[eval-gen] 195/378 task_id=Mbpp/430 wall_s=2.1 completion_chars=6513
[eval-gen] 196/378 task_id=Mbpp/432 wall_s=2.1 completion_chars=6411
[eval-gen] 197/378 task_id=Mbpp/433 wall_s=2.1 completion_chars=6458
[eval-gen] 198/378 task_id=Mbpp/435 wall_s=2.1 completion_chars=6490
[eval-gen] 199/378 task_id=Mbpp/436 wall_s=2.1 completion_chars=6447
[eval-gen] 200/378 task_id=Mbpp/437 wall_s=2.1 completion_chars=6373
[eval-gen] 201/378 task_id=Mbpp/439 wall_s=2.1 completion_chars=6498
[eval-gen] 202/378 task_id=Mbpp/440 wall_s=2.1 completion_chars=2138
[eval-gen] 203/378 task_id=Mbpp/441 wall_s=2.1 completion_chars=6490
[eval-gen] 204/378 task_id=Mbpp/445 wall_s=2.4 completion_chars=6301
[eval-gen] 205/378 task_id=Mbpp/446 wall_s=2.1 completion_chars=6393
[eval-gen] 206/378 task_id=Mbpp/447 wall_s=2.4 completion_chars=6493
[eval-gen] 207/378 task_id=Mbpp/448 wall_s=2.1 completion_chars=5777
[eval-gen] 208/378 task_id=Mbpp/450 wall_s=2.1 completion_chars=6431
[eval-gen] 209/378 task_id=Mbpp/451 wall_s=2.1 completion_chars=6541
[eval-gen] 210/378 task_id=Mbpp/453 wall_s=2.1 completion_chars=6221
[eval-gen] 211/378 task_id=Mbpp/454 wall_s=2.1 completion_chars=6394
[eval-gen] 212/378 task_id=Mbpp/455 wall_s=2.1 completion_chars=6228
[eval-gen] 213/378 task_id=Mbpp/456 wall_s=2.1 completion_chars=6466
[eval-gen] 214/378 task_id=Mbpp/457 wall_s=2.1 completion_chars=6432
[eval-gen] 215/378 task_id=Mbpp/458 wall_s=2.1 completion_chars=6538
[eval-gen] 216/378 task_id=Mbpp/459 wall_s=2.1 completion_chars=6494
[eval-gen] 217/378 task_id=Mbpp/460 wall_s=2.1 completion_chars=6501
[eval-gen] 218/378 task_id=Mbpp/462 wall_s=2.4 completion_chars=6373
[eval-gen] 219/378 task_id=Mbpp/463 wall_s=2.1 completion_chars=6101
[eval-gen] 220/378 task_id=Mbpp/465 wall_s=2.1 completion_chars=6414
[eval-gen] 221/378 task_id=Mbpp/468 wall_s=2.1 completion_chars=6441
[eval-gen] 222/378 task_id=Mbpp/470 wall_s=2.1 completion_chars=6399
[eval-gen] 223/378 task_id=Mbpp/471 wall_s=2.1 completion_chars=6347
[eval-gen] 224/378 task_id=Mbpp/472 wall_s=2.1 completion_chars=6290
[eval-gen] 225/378 task_id=Mbpp/473 wall_s=2.4 completion_chars=6281
[eval-gen] 226/378 task_id=Mbpp/474 wall_s=2.1 completion_chars=6481
[eval-gen] 227/378 task_id=Mbpp/475 wall_s=2.1 completion_chars=6468
[eval-gen] 228/378 task_id=Mbpp/476 wall_s=2.1 completion_chars=6513
[eval-gen] 229/378 task_id=Mbpp/477 wall_s=2.1 completion_chars=6557
[eval-gen] 230/378 task_id=Mbpp/478 wall_s=2.1 completion_chars=6435
[eval-gen] 231/378 task_id=Mbpp/479 wall_s=2.1 completion_chars=6366
[eval-gen] 232/378 task_id=Mbpp/554 wall_s=2.1 completion_chars=6409
[eval-gen] 233/378 task_id=Mbpp/555 wall_s=2.1 completion_chars=6387
[eval-gen] 234/378 task_id=Mbpp/556 wall_s=2.1 completion_chars=6094
[eval-gen] 235/378 task_id=Mbpp/557 wall_s=2.1 completion_chars=6466
[eval-gen] 236/378 task_id=Mbpp/558 wall_s=2.1 completion_chars=6246
[eval-gen] 237/378 task_id=Mbpp/559 wall_s=2.1 completion_chars=5993
[eval-gen] 238/378 task_id=Mbpp/560 wall_s=2.1 completion_chars=6344
[eval-gen] 239/378 task_id=Mbpp/562 wall_s=2.1 completion_chars=6335
[eval-gen] 240/378 task_id=Mbpp/563 wall_s=2.1 completion_chars=6471
[eval-gen] 241/378 task_id=Mbpp/564 wall_s=2.1 completion_chars=6296
[eval-gen] 242/378 task_id=Mbpp/565 wall_s=2.1 completion_chars=6563
[eval-gen] 243/378 task_id=Mbpp/566 wall_s=2.1 completion_chars=6264
[eval-gen] 244/378 task_id=Mbpp/567 wall_s=2.1 completion_chars=6478
[eval-gen] 245/378 task_id=Mbpp/568 wall_s=2.1 completion_chars=6504
[eval-gen] 246/378 task_id=Mbpp/569 wall_s=2.1 completion_chars=6491
[eval-gen] 247/378 task_id=Mbpp/572 wall_s=2.1 completion_chars=6488
[eval-gen] 248/378 task_id=Mbpp/573 wall_s=2.1 completion_chars=6403
[eval-gen] 249/378 task_id=Mbpp/576 wall_s=2.1 completion_chars=6360
[eval-gen] 250/378 task_id=Mbpp/577 wall_s=2.1 completion_chars=6258
[eval-gen] 251/378 task_id=Mbpp/578 wall_s=2.4 completion_chars=6312
[eval-gen] 252/378 task_id=Mbpp/579 wall_s=2.1 completion_chars=1544
[eval-gen] 253/378 task_id=Mbpp/580 wall_s=2.1 completion_chars=6299
[eval-gen] 254/378 task_id=Mbpp/581 wall_s=2.1 completion_chars=6267
[eval-gen] 255/378 task_id=Mbpp/583 wall_s=2.1 completion_chars=6234
[eval-gen] 256/378 task_id=Mbpp/585 wall_s=2.1 completion_chars=6359
[eval-gen] 257/378 task_id=Mbpp/586 wall_s=2.1 completion_chars=6441
[eval-gen] 258/378 task_id=Mbpp/587 wall_s=2.1 completion_chars=6559
[eval-gen] 259/378 task_id=Mbpp/588 wall_s=2.1 completion_chars=6489
[eval-gen] 260/378 task_id=Mbpp/589 wall_s=2.1 completion_chars=6294
[eval-gen] 261/378 task_id=Mbpp/590 wall_s=2.1 completion_chars=6300
[eval-gen] 262/378 task_id=Mbpp/591 wall_s=2.1 completion_chars=6397
[eval-gen] 263/378 task_id=Mbpp/592 wall_s=2.1 completion_chars=6280
[eval-gen] 264/378 task_id=Mbpp/593 wall_s=2.1 completion_chars=6407
[eval-gen] 265/378 task_id=Mbpp/594 wall_s=2.1 completion_chars=6265
[eval-gen] 266/378 task_id=Mbpp/596 wall_s=2.1 completion_chars=6510
[eval-gen] 267/378 task_id=Mbpp/597 wall_s=2.1 completion_chars=6227
[eval-gen] 268/378 task_id=Mbpp/598 wall_s=2.1 completion_chars=6264
[eval-gen] 269/378 task_id=Mbpp/599 wall_s=2.1 completion_chars=6320
[eval-gen] 270/378 task_id=Mbpp/600 wall_s=2.1 completion_chars=6381
[eval-gen] 271/378 task_id=Mbpp/602 wall_s=2.1 completion_chars=6277
[eval-gen] 272/378 task_id=Mbpp/603 wall_s=2.1 completion_chars=6327
[eval-gen] 273/378 task_id=Mbpp/604 wall_s=2.1 completion_chars=6453
[eval-gen] 274/378 task_id=Mbpp/605 wall_s=2.1 completion_chars=5849
[eval-gen] 275/378 task_id=Mbpp/606 wall_s=2.1 completion_chars=6517
[eval-gen] 276/378 task_id=Mbpp/607 wall_s=2.1 completion_chars=6498
[eval-gen] 277/378 task_id=Mbpp/608 wall_s=2.1 completion_chars=6067
[eval-gen] 278/378 task_id=Mbpp/610 wall_s=2.1 completion_chars=6396
[eval-gen] 279/378 task_id=Mbpp/611 wall_s=2.1 completion_chars=6416
[eval-gen] 280/378 task_id=Mbpp/612 wall_s=2.1 completion_chars=6483
[eval-gen] 281/378 task_id=Mbpp/614 wall_s=2.1 completion_chars=6472
[eval-gen] 282/378 task_id=Mbpp/615 wall_s=2.4 completion_chars=6508
[eval-gen] 283/378 task_id=Mbpp/616 wall_s=2.1 completion_chars=6362
[eval-gen] 284/378 task_id=Mbpp/618 wall_s=2.1 completion_chars=6523
[eval-gen] 285/378 task_id=Mbpp/619 wall_s=2.1 completion_chars=6452
[eval-gen] 286/378 task_id=Mbpp/620 wall_s=2.1 completion_chars=6070
[eval-gen] 287/378 task_id=Mbpp/622 wall_s=2.1 completion_chars=6237
[eval-gen] 288/378 task_id=Mbpp/623 wall_s=2.1 completion_chars=6453
[eval-gen] 289/378 task_id=Mbpp/624 wall_s=2.1 completion_chars=6564
[eval-gen] 290/378 task_id=Mbpp/626 wall_s=2.1 completion_chars=6395
[eval-gen] 291/378 task_id=Mbpp/628 wall_s=2.1 completion_chars=6517
[eval-gen] 292/378 task_id=Mbpp/629 wall_s=2.1 completion_chars=6416
[eval-gen] 293/378 task_id=Mbpp/630 wall_s=2.1 completion_chars=6199
[eval-gen] 294/378 task_id=Mbpp/631 wall_s=2.1 completion_chars=6525
[eval-gen] 295/378 task_id=Mbpp/632 wall_s=2.1 completion_chars=6326
[eval-gen] 296/378 task_id=Mbpp/633 wall_s=2.1 completion_chars=6306
[eval-gen] 297/378 task_id=Mbpp/635 wall_s=2.1 completion_chars=6311
[eval-gen] 298/378 task_id=Mbpp/637 wall_s=2.1 completion_chars=6486
[eval-gen] 299/378 task_id=Mbpp/638 wall_s=2.1 completion_chars=2305
[eval-gen] 300/378 task_id=Mbpp/639 wall_s=2.1 completion_chars=6435
[eval-gen] 301/378 task_id=Mbpp/641 wall_s=2.1 completion_chars=6423
[eval-gen] 302/378 task_id=Mbpp/643 wall_s=2.1 completion_chars=6417
[eval-gen] 303/378 task_id=Mbpp/644 wall_s=2.1 completion_chars=6274
[eval-gen] 304/378 task_id=Mbpp/720 wall_s=2.1 completion_chars=6500
[eval-gen] 305/378 task_id=Mbpp/721 wall_s=2.4 completion_chars=4479
[eval-gen] 306/378 task_id=Mbpp/722 wall_s=2.4 completion_chars=6232
[eval-gen] 307/378 task_id=Mbpp/723 wall_s=2.1 completion_chars=6224
[eval-gen] 308/378 task_id=Mbpp/724 wall_s=2.1 completion_chars=6388
[eval-gen] 309/378 task_id=Mbpp/725 wall_s=2.1 completion_chars=6345
[eval-gen] 310/378 task_id=Mbpp/726 wall_s=2.1 completion_chars=6396
[eval-gen] 311/378 task_id=Mbpp/728 wall_s=2.1 completion_chars=6422
[eval-gen] 312/378 task_id=Mbpp/730 wall_s=2.4 completion_chars=6346
[eval-gen] 313/378 task_id=Mbpp/731 wall_s=2.1 completion_chars=6434
[eval-gen] 314/378 task_id=Mbpp/732 wall_s=2.1 completion_chars=6507
[eval-gen] 315/378 task_id=Mbpp/733 wall_s=2.1 completion_chars=5828
[eval-gen] 316/378 task_id=Mbpp/734 wall_s=2.1 completion_chars=6246
[eval-gen] 317/378 task_id=Mbpp/735 wall_s=2.1 completion_chars=6388
[eval-gen] 318/378 task_id=Mbpp/736 wall_s=2.1 completion_chars=6019
[eval-gen] 319/378 task_id=Mbpp/737 wall_s=2.1 completion_chars=6341
[eval-gen] 320/378 task_id=Mbpp/739 wall_s=2.1 completion_chars=6289
[eval-gen] 321/378 task_id=Mbpp/740 wall_s=2.1 completion_chars=6267
[eval-gen] 322/378 task_id=Mbpp/741 wall_s=2.1 completion_chars=6479
[eval-gen] 323/378 task_id=Mbpp/742 wall_s=2.1 completion_chars=6411
[eval-gen] 324/378 task_id=Mbpp/743 wall_s=2.1 completion_chars=6326
[eval-gen] 325/378 task_id=Mbpp/744 wall_s=2.1 completion_chars=6491
[eval-gen] 326/378 task_id=Mbpp/745 wall_s=2.1 completion_chars=6100
[eval-gen] 327/378 task_id=Mbpp/748 wall_s=2.1 completion_chars=6447
[eval-gen] 328/378 task_id=Mbpp/749 wall_s=2.1 completion_chars=6505
[eval-gen] 329/378 task_id=Mbpp/750 wall_s=2.1 completion_chars=6528
[eval-gen] 330/378 task_id=Mbpp/751 wall_s=2.1 completion_chars=6253
[eval-gen] 331/378 task_id=Mbpp/752 wall_s=2.1 completion_chars=6100
[eval-gen] 332/378 task_id=Mbpp/753 wall_s=2.1 completion_chars=6389
[eval-gen] 333/378 task_id=Mbpp/754 wall_s=2.4 completion_chars=6113
[eval-gen] 334/378 task_id=Mbpp/755 wall_s=2.1 completion_chars=6321
[eval-gen] 335/378 task_id=Mbpp/757 wall_s=2.1 completion_chars=6293
[eval-gen] 336/378 task_id=Mbpp/758 wall_s=2.4 completion_chars=6287
[eval-gen] 337/378 task_id=Mbpp/759 wall_s=2.1 completion_chars=6358
[eval-gen] 338/378 task_id=Mbpp/760 wall_s=2.1 completion_chars=6471
[eval-gen] 339/378 task_id=Mbpp/762 wall_s=2.1 completion_chars=6313
[eval-gen] 340/378 task_id=Mbpp/763 wall_s=2.1 completion_chars=6154
[eval-gen] 341/378 task_id=Mbpp/764 wall_s=2.1 completion_chars=6418
[eval-gen] 342/378 task_id=Mbpp/765 wall_s=2.1 completion_chars=6248
[eval-gen] 343/378 task_id=Mbpp/766 wall_s=2.1 completion_chars=6317
[eval-gen] 344/378 task_id=Mbpp/767 wall_s=2.1 completion_chars=6298
[eval-gen] 345/378 task_id=Mbpp/769 wall_s=2.1 completion_chars=6406
[eval-gen] 346/378 task_id=Mbpp/770 wall_s=2.1 completion_chars=6251
[eval-gen] 347/378 task_id=Mbpp/771 wall_s=2.1 completion_chars=6143
[eval-gen] 348/378 task_id=Mbpp/772 wall_s=2.1 completion_chars=6349
[eval-gen] 349/378 task_id=Mbpp/773 wall_s=2.1 completion_chars=6336
[eval-gen] 350/378 task_id=Mbpp/775 wall_s=2.1 completion_chars=6361
[eval-gen] 351/378 task_id=Mbpp/777 wall_s=2.1 completion_chars=6305
[eval-gen] 352/378 task_id=Mbpp/778 wall_s=2.4 completion_chars=6260
[eval-gen] 353/378 task_id=Mbpp/780 wall_s=2.1 completion_chars=6478
[eval-gen] 354/378 task_id=Mbpp/781 wall_s=2.1 completion_chars=6178
[eval-gen] 355/378 task_id=Mbpp/782 wall_s=2.1 completion_chars=6245
[eval-gen] 356/378 task_id=Mbpp/784 wall_s=2.1 completion_chars=6278
[eval-gen] 357/378 task_id=Mbpp/785 wall_s=2.1 completion_chars=6466
[eval-gen] 358/378 task_id=Mbpp/786 wall_s=2.1 completion_chars=6251
[eval-gen] 359/378 task_id=Mbpp/787 wall_s=2.1 completion_chars=6412
[eval-gen] 360/378 task_id=Mbpp/788 wall_s=2.1 completion_chars=6512
[eval-gen] 361/378 task_id=Mbpp/790 wall_s=2.1 completion_chars=6366
[eval-gen] 362/378 task_id=Mbpp/791 wall_s=2.1 completion_chars=6389
[eval-gen] 363/378 task_id=Mbpp/792 wall_s=2.1 completion_chars=6387
[eval-gen] 364/378 task_id=Mbpp/793 wall_s=2.1 completion_chars=6414
[eval-gen] 365/378 task_id=Mbpp/794 wall_s=2.1 completion_chars=6391
[eval-gen] 366/378 task_id=Mbpp/796 wall_s=2.1 completion_chars=6443
[eval-gen] 367/378 task_id=Mbpp/797 wall_s=2.1 completion_chars=6250
[eval-gen] 368/378 task_id=Mbpp/798 wall_s=2.1 completion_chars=6417
[eval-gen] 369/378 task_id=Mbpp/799 wall_s=2.1 completion_chars=6425
[eval-gen] 370/378 task_id=Mbpp/800 wall_s=2.1 completion_chars=6543
[eval-gen] 371/378 task_id=Mbpp/801 wall_s=2.1 completion_chars=6403
[eval-gen] 372/378 task_id=Mbpp/803 wall_s=2.1 completion_chars=6506
[eval-gen] 373/378 task_id=Mbpp/804 wall_s=2.1 completion_chars=6372
[eval-gen] 374/378 task_id=Mbpp/805 wall_s=2.1 completion_chars=6382
[eval-gen] 375/378 task_id=Mbpp/806 wall_s=2.1 completion_chars=6097
[eval-gen] 376/378 task_id=Mbpp/807 wall_s=2.1 completion_chars=6413
[eval-gen] 377/378 task_id=Mbpp/808 wall_s=2.1 completion_chars=6489
[eval-gen] 378/378 task_id=Mbpp/809 wall_s=2.1 completion_chars=6333
Wrote 378 lines to /scratch/biggs.s/dream_eval/base_5515953/mbpp_pass1.jsonl
Computing expected output...
Expected outputs computed in 44.26s
Reading samples...

0it [00:00, ?it/s]
1it [00:00,  1.68it/s]
378it [00:00, 546.37it/s]

  0%|          | 0/378 [00:00<?, ?it/s]
  0%|          | 1/378 [00:01<12:22,  1.97s/it]
  2%|▏         | 7/378 [00:02<01:22,  4.48it/s]
  3%|▎         | 12/378 [00:02<00:43,  8.44it/s]
  5%|▍         | 18/378 [00:02<00:25, 13.97it/s]
  6%|▌         | 23/378 [00:02<00:19, 18.01it/s]
  7%|▋         | 28/378 [00:02<00:17, 20.00it/s]
  8%|▊         | 32/378 [00:03<00:35,  9.75it/s]
  9%|▉         | 35/378 [00:04<00:55,  6.16it/s]
 11%|█         | 41/378 [00:04<00:35,  9.49it/s]
 12%|█▏        | 46/378 [00:04<00:26, 12.60it/s]
 13%|█▎        | 51/378 [00:05<00:20, 16.01it/s]
 15%|█▍        | 55/378 [00:05<00:20, 15.66it/s]
 15%|█▌        | 58/378 [00:05<00:18, 17.07it/s]
 16%|█▋        | 62/378 [00:05<00:16, 19.10it/s]
 17%|█▋        | 65/378 [00:07<00:56,  5.53it/s]
 19%|█▉        | 71/378 [00:07<00:35,  8.65it/s]
 20%|█▉        | 75/378 [00:07<00:27, 11.02it/s]
 21%|██        | 80/378 [00:07<00:20, 14.83it/s]
 22%|██▏       | 84/378 [00:12<01:56,  2.51it/s]
 32%|███▏      | 120/378 [00:16<00:42,  6.09it/s]
 33%|███▎      | 126/378 [00:16<00:35,  7.08it/s]
 35%|███▍      | 132/378 [00:16<00:29,  8.41it/s]
 37%|███▋      | 138/378 [00:16<00:23, 10.20it/s]
 38%|███▊      | 144/378 [00:16<00:18, 12.55it/s]
 40%|███▉      | 150/378 [00:17<00:22, 10.33it/s]
 41%|████      | 154/378 [00:18<00:32,  6.96it/s]
 42%|████▏     | 160/378 [00:19<00:23,  9.29it/s]
 44%|████▍     | 166/378 [00:19<00:17, 12.32it/s]
 46%|████▌     | 172/378 [00:19<00:12, 15.95it/s]
 47%|████▋     | 178/378 [00:19<00:09, 20.06it/s]
 48%|████▊     | 183/378 [00:21<00:29,  6.70it/s]
 50%|█████     | 189/378 [00:21<00:20,  9.19it/s]
 51%|█████     | 193/378 [00:21<00:16, 11.10it/s]
 53%|█████▎    | 199/378 [00:21<00:11, 15.03it/s]
 54%|█████▍    | 205/378 [00:22<00:08, 19.67it/s]
 56%|█████▌    | 210/378 [00:22<00:10, 16.04it/s]
 57%|█████▋    | 214/378 [00:24<00:25,  6.50it/s]
 58%|█████▊    | 218/378 [00:24<00:19,  8.26it/s]
 59%|█████▉    | 223/378 [00:24<00:13, 11.13it/s]
 61%|██████    | 229/378 [00:24<00:09, 15.46it/s]
 62%|██████▏   | 235/378 [00:24<00:06, 20.51it/s]
 63%|██████▎   | 240/378 [00:25<00:11, 11.82it/s]
 65%|██████▍   | 244/378 [00:26<00:19,  6.95it/s]
 66%|██████▌   | 249/378 [00:26<00:13,  9.38it/s]
 67%|██████▋   | 254/378 [00:27<00:10, 12.16it/s]
 68%|██████▊   | 258/378 [00:28<00:20,  5.82it/s]
 77%|███████▋  | 292/378 [00:31<00:08, 10.34it/s]
 79%|███████▊  | 297/378 [00:31<00:07, 11.55it/s]
 80%|████████  | 303/378 [00:31<00:05, 13.56it/s]
 82%|████████▏ | 309/378 [00:31<00:04, 16.20it/s]
 83%|████████▎ | 314/378 [00:31<00:03, 18.75it/s]
 85%|████████▍ | 320/378 [00:32<00:03, 16.69it/s]
 86%|████████▌ | 324/378 [00:33<00:07,  7.40it/s]
 87%|████████▋ | 330/378 [00:34<00:04,  9.93it/s]
 89%|████████▉ | 336/378 [00:34<00:03, 13.14it/s]
 90%|█████████ | 342/378 [00:34<00:02, 17.02it/s]
 92%|█████████▏| 347/378 [00:34<00:01, 17.26it/s]
 93%|█████████▎| 351/378 [00:35<00:02, 12.95it/s]
 94%|█████████▎| 354/378 [00:36<00:03,  7.36it/s]
 99%|█████████▉| 376/378 [00:36<00:00, 20.99it/s]
100%|██████████| 378/378 [00:38<00:00,  9.79it/s]
mbpp (base tests)
pass@1:	0.000
mbpp+ (base + extra tests)
pass@1:	0.000
================================
Done. Artifacts under: /scratch/biggs.s/dream_eval/base_5515953
Finished: 2026-03-30T00:43:50-04:00
================================
